"date","sales","dcoilwtico"
"2013-07-31",3.57982979012,105.1
"2013-08-01",3.975553181021,107.93
"2013-08-02",3.93831120007,106.94
"2013-08-05",4.07033810946,106.61
"2013-08-06",3.57263854086,105.32
"2013-08-07",3.51302132003,104.41
"2013-08-08",3.109530239315,103.45
"2013-08-09",3.37521667868,106.04
"2013-08-12",3.49539224033,106.19
"2013-08-13",3.17103331061,106.78
"2013-08-14",3.24377386893,106.89
"2013-08-15",3.1104317291,107.43
"2013-08-16",3.644873218839,107.58
"2013-08-19",3.6208552696,107.14
"2013-08-20",3.4304611398,104.9
"2013-08-21",3.35724643932,103.93
"2013-08-22",3.0647326098,104.93
"2013-08-23",3.31906369098,106.48
"2013-08-26",3.471596410143,105.88
"2013-08-27",3.196882190185,109.11
"2013-08-28",3.19322060993,110.17
"2013-08-29",2.94518685943,108.51
"2013-08-30",3.54932930947,107.98
"2013-09-03",3.97680420032,108.67
"2013-09-04",3.9256548591,107.29
"2013-09-05",3.30622779063,108.5
"2013-09-06",3.35442247929,110.62
"2013-09-09",3.771517070027,109.62
"2013-09-10",3.080744658225,107.48
"2013-09-11",3.2312461885,107.65
"2013-09-12",2.82855730937,108.72
"2013-09-13",3.19556942029,108.31
"2013-09-16",3.73229840879,106.54
"2013-09-17",3.27282949966,105.36
"2013-09-18",3.15687718926,108.23
"2013-09-19",2.79580372008,106.26
"2013-09-20",3.318469039701,104.7
"2013-09-23",3.560430340047,103.62
"2013-09-24",3.03333392926,103.22
"2013-09-25",3.12490104996,102.68
"2013-09-26",2.730578798588,103.1
"2013-09-27",3.20246574024,102.86
"2013-09-30",3.670684500143,102.36
"2013-10-01",4.36441034076,102.09
"2013-10-02",4.144556550375,104.15
"2013-10-03",3.4893324703,103.29
"2013-10-04",3.78109978059,103.83
"2013-10-07",3.73387109043,103.07
"2013-10-08",3.267267240121,103.54
"2013-10-09",3.22529418957,101.63
"2013-10-10",3.050470980576,103.08
"2013-10-11",4.02913849028,102.17
"2013-10-14",3.426947209944,102.46
"2013-10-15",3.05242569986,101.15
"2013-10-16",3.55696963943,102.34
"2013-10-17",3.12949412961,100.72
"2013-10-18",3.23327873107,100.87
"2013-10-21",3.48721327971,99.28
"2013-10-22",3.016417850828,97.63
"2013-10-23",3.2310511598,96.9
"2013-10-24",2.760590800025,96.65
"2013-10-25",3.175704260338,97.4
"2013-10-28",3.4694191396,98.74
"2013-10-29",3.023329969864,98.29
"2013-10-30",3.194947050373,96.81
"2013-10-31",2.98195433106,96.29
"2013-11-01",4.03637232955,94.56
"2013-11-04",4.24314167046,94.58
"2013-11-05",3.93322182909,93.4
"2013-11-06",3.864269788195,94.74
"2013-11-07",3.462933400477,94.25
"2013-11-08",3.58473978049,94.56
"2013-11-11",3.74087890067,95.13
"2013-11-12",3.73277748034,93.12
"2013-11-13",3.322792568851,93.91
"2013-11-14",2.845674029707,93.76
"2013-11-15",3.49383296052,93.8
"2013-11-18",3.91945551999,93.03
"2013-11-19",3.294552710234,93.35
"2013-11-20",3.54337734795,93.34
"2013-11-21",2.98047047965,95.35
"2013-11-22",3.40734213038,94.53
"2013-11-25",3.659655090102,93.86
"2013-11-26",3.23292830024,93.41
"2013-11-27",3.37083286026,92.05
"2013-11-29",3.57000404165,92.55
"2013-12-02",4.95488366984,93.61
"2013-12-03",4.24438046973,95.83
"2013-12-04",4.241470459855,96.97
"2013-12-05",3.86406804985,97.14
"2013-12-06",4.32661755068,97.48
"2013-12-09",4.423093141075,97.1
"2013-12-10",4.14421695986,98.32
"2013-12-11",4.22957198908,97.25
"2013-12-12",3.84256080979,97.21
"2013-12-13",4.346570129787,96.27
"2013-12-16",5.16060290853,97.18
"2013-12-17",4.804707168425,96.99
"2013-12-18",5.27481336925,97.59
"2013-12-19",5.07461038187,98.4
"2013-12-20",5.441042676365,99.11
"2013-12-23",7.92865284427,98.62
"2013-12-24",6.20663290732,98.87
"2013-12-26",4.707311624137,99.18
"2013-12-27",4.79314968043,99.94
"2013-12-30",6.351347358515,98.9
"2013-12-31",5.072646630475,98.17
"2014-01-02",8.01011226041,95.14
"2014-01-03",6.80672845603,93.66
"2014-01-06",6.02268564009,93.12
"2014-01-07",5.634505988595,93.31
"2014-01-08",6.36176853478,91.9
"2014-01-09",4.96377933414,91.36
"2014-01-10",5.43055329066,92.39
"2014-01-13",5.555470150185,91.45
"2014-01-14",5.02643104285,92.15
"2014-01-15",5.67067469069,93.78
"2014-01-16",5.02789214207,93.54
"2014-01-17",5.42937915657,93.96
"2014-01-21",5.38817207912,94.51
"2014-01-22",5.53097596874,96.35
"2014-01-23",4.607890398597,97.23
"2014-01-24",5.26124572256,96.66
"2014-01-27",5.40798833711,95.82
"2014-01-28",4.81593435798,97.49
"2014-01-29",5.12853989922,97.34
"2014-01-30",4.536429707033,98.25
"2014-01-31",5.60816192394,97.55
"2014-02-03",4.616375229585,96.44
"2014-02-04",4.031895869763,97.24
"2014-02-05",3.991383059075,97.4
"2014-02-06",3.59139101529,97.84
"2014-02-07",3.89471568011,99.98
"2014-02-10",3.96622737011,100.12
"2014-02-11",3.583827339877,99.96
"2014-02-12",3.87758393971,100.38
"2014-02-13",3.473732985675,100.27
"2014-02-14",3.612064069057,100.31
"2014-02-18",3.65331247942,102.54
"2014-02-19",3.601616390075,103.46
"2014-02-20",3.224519201135,103.2
"2014-02-21",3.69403653633,102.53
"2014-02-24",4.04224188997,103.17
"2014-02-25",3.51418110084,102.2
"2014-02-26",3.53604266985,102.93
"2014-02-27",3.30330185244,102.68
"2014-02-28",4.25624795466,102.88
"2014-03-03",6.13973031386,105.34
"2014-03-04",7.48930902096,103.64
"2014-03-05",7.41756416525,101.75
"2014-03-06",6.14082444339,101.82
"2014-03-07",5.98242341178,102.82
"2014-03-10",5.87414828974,101.39
"2014-03-11",5.39365375063,100.29
"2014-03-12",5.75676797032,98.29
"2014-03-13",4.73298042544,98.57
"2014-03-14",5.305152554715,99.23
"2014-03-17",6.12719522118,98.43
"2014-03-18",5.3742786875,100.08
"2014-03-19",5.85974657018,100.71
"2014-03-20",5.00897112641,99.68
"2014-03-21",5.48811469984,99.97
"2014-03-24",5.71762044919,100.05
"2014-03-25",5.398616183493,99.66
"2014-03-26",5.69680543547,100.61
"2014-03-27",4.68581398304,101.25
"2014-03-28",5.38905781947,101.73
"2014-03-31",6.51800509461,101.57
"2014-04-01",4.85079887001,99.69
"2014-04-02",4.63917316107,99.6
"2014-04-03",3.88867961418,100.29
"2014-04-04",4.22578745073,101.16
"2014-04-07",4.260911040178,100.43
"2014-04-08",3.76663272105,102.57
"2014-04-09",3.75309082012,103.55
"2014-04-10",3.340527571255,103.37
"2014-04-11",3.79646845927,103.68
"2014-04-14",3.81386309033,104.05
"2014-04-15",3.64689054991,103.7
"2014-04-16",4.11357084985,103.71
"2014-04-17",3.97464842904,104.33
"2014-04-21",3.98677396998,104.35
"2014-04-22",3.70552249018,101.69
"2014-04-23",3.72232595049,101.47
"2014-04-24",3.20875477858,102.2
"2014-04-25",3.57173708433,100.85
"2014-04-28",3.622719169815,101.13
"2014-04-29",3.26338348031,101.56
"2014-04-30",3.57079964912,100.07
"2014-05-01",5.30380848064,99.69
"2014-05-02",4.43284891212,100.09
"2014-05-05",4.27601704071,99.74
"2014-05-06",3.88945890086,99.81
"2014-05-07",3.91932183945,101.06
"2014-05-08",3.37483713217,100.52
"2014-05-09",3.81335196055,100.32
"2014-05-12",3.98251889006,100.89
"2014-05-13",3.60734522978,102.01
"2014-05-14",3.56373806985,102.63
"2014-05-15",3.322728296378,101.74
"2014-05-16",3.80822742652,102.31
"2014-05-19",3.88814744958,102.95
"2014-05-20",3.5437233997,102.8
"2014-05-21",3.56898483031,104.31
"2014-05-22",3.10660142642,104.03
"2014-05-23",3.49549892726,105.01
"2014-05-27",3.27642143098,104.78
"2014-05-28",3.38481784057,103.37
"2014-05-29",3.266245773325,104.26
"2014-05-30",3.757826398709,103.4
"2014-06-02",5.127257729758,103.07
"2014-06-03",4.43636187975,103.34
"2014-06-04",4.23284494993,103.27
"2014-06-05",3.59474513823,103.17
"2014-06-06",3.91266125449,103.32
"2014-06-09",4.15798946041,105.09
"2014-06-10",3.516894229725,105.02
"2014-06-11",3.7382816418,105.04
"2014-06-12",3.2940806736,107.2
"2014-06-13",3.92308374573,107.49
"2014-06-16",4.4745023987,107.52
"2014-06-17",3.80396036044,106.95
"2014-06-18",3.734086641423,106.64
"2014-06-19",3.32280935096,107.08
"2014-06-20",3.69206789547,107.95
"2014-06-23",4.149296359765,106.83
"2014-06-24",3.404647450455,106.64
"2014-06-25",3.55342398017,107.04
"2014-06-26",3.15798180924,106.49
"2014-06-27",3.70793573429,106.46
"2014-06-30",4.293240552005,106.07
"2014-07-01",7.20480616788,106.06
"2014-07-02",7.474301471275,105.18
"2014-07-03",5.838447207922,104.76
"2014-07-07",6.38526428909,104.19
"2014-07-08",5.572914975265,104.06
"2014-07-09",5.74451409963,102.93
"2014-07-10",4.9804754898,103.61
"2014-07-11",5.35644182793,101.48
"2014-07-14",5.8486715114,101.73
"2014-07-15",5.628600268329,100.56
"2014-07-16",6.213364939885,101.88
"2014-07-17",4.982217050971,103.84
"2014-07-18",5.476190590519,103.83
"2014-07-21",6.00228430008,105.34
"2014-07-22",5.30276040011,104.59
"2014-07-23",5.74168635995,103.81
"2014-07-24",4.846188170115,102.76
"2014-07-25",5.79767285128,105.23
"2014-07-28",5.8393668549,105.68
"2014-07-29",5.247433250017,104.91
"2014-07-30",5.78056965281,104.29
"2014-07-31",5.32423558194,98.23
"2014-08-01",5.068267949305,97.86
"2014-08-04",4.71173304022,98.26
"2014-08-05",4.17197476176,97.34
"2014-08-06",4.02914370941,96.93
"2014-08-07",3.59701532989,97.34
"2014-08-08",3.977599389829,97.61
"2014-08-11",4.09544575013,98.09
"2014-08-12",3.53898211991,97.36
"2014-08-13",3.72116544964,97.57
"2014-08-14",3.407408170565,95.54
"2014-08-15",4.026318400593,97.3
"2014-08-18",4.33042298907,96.44
"2014-08-19",3.793299530773,94.35
"2014-08-20",3.98126790988,96.4
"2014-08-21",3.551088749955,93.97
"2014-08-22",3.883598983235,93.61
"2014-08-25",4.12250075007,95.39
"2014-08-26",3.550539079745,95.78
"2014-08-27",3.66321498077,95.82
"2014-08-28",3.27912427,96.44
"2014-08-29",4.03288917062,97.86
"2014-09-02",7.17351552768,92.92
"2014-09-03",7.266838617375,95.5
"2014-09-04",5.513400774347,94.51
"2014-09-05",6.03043241921,93.32
"2014-09-08",6.48651744928,92.64
"2014-09-09",5.62420568002,92.73
"2014-09-10",6.129874722337,91.71
"2014-09-11",4.83462953022,92.89
"2014-09-12",5.64382847851,92.18
"2014-09-15",6.307105728885,92.86
"2014-09-16",6.08239973016,94.91
"2014-09-17",6.174723442115,94.33
"2014-09-18",4.79500843061,93.07
"2014-09-19",5.50213093909,92.43
"2014-09-22",5.89120293928,91.46
"2014-09-23",5.59954304399,91.55
"2014-09-24",5.98183114508,93.6
"2014-09-25",4.66867377076,93.59
"2014-09-26",5.15474223943,95.55
"2014-09-29",5.86682822002,94.53
"2014-09-30",5.990939157257,91.17
"2014-10-01",7.84500253914,90.74
"2014-10-02",6.34306519052,91.02
"2014-10-03",6.75639295098,89.76
"2014-10-06",6.41480757266,90.33
"2014-10-07",5.864102709706,88.89
"2014-10-08",6.20201323059,87.29
"2014-10-09",5.10519923104,85.76
"2014-10-10",7.02470317955,85.87
"2014-10-13",6.11726926015,85.73
"2014-10-14",5.50589573294,81.72
"2014-10-15",6.24797469491,81.82
"2014-10-16",5.38252607117,82.33
"2014-10-17",5.58538135999,82.8
"2014-10-20",6.24629990941,82.76
"2014-10-21",5.42207165266,83.25
"2014-10-22",5.84926355993,80.52
"2014-10-23",4.922332322,82.81
"2014-10-24",5.28403680064,81.27
"2014-10-27",5.728066319285,81.26
"2014-10-28",5.12678811505,81.36
"2014-10-29",5.608196780005,82.25
"2014-10-30",4.5971526616,81.06
"2014-10-31",5.618760719155,80.53
"2014-11-03",9.73192041735,78.77
"2014-11-04",7.02751953595,77.15
"2014-11-05",7.187999390395,78.71
"2014-11-06",5.66118381055,77.87
"2014-11-07",5.8533025773,78.71
"2014-11-10",5.93376793073,77.43
"2014-11-11",5.52505750307,77.85
"2014-11-12",5.88093484021,77.16
"2014-11-13",4.68057386823,74.13
"2014-11-14",5.53007970965,75.91
"2014-11-17",6.20876340058,75.64
"2014-11-18",5.53367204141,74.55
"2014-11-19",5.802340113007,74.55
"2014-11-20",5.118557610447,75.63
"2014-11-21",5.67978732759,76.52
"2014-11-24",6.1084795702,75.74
"2014-11-25",5.41225608011,74.04
"2014-11-26",5.79125306002,73.7
"2014-11-28",5.59619825094,65.94
"2014-12-01",8.17413561974,68.98
"2014-12-02",7.353191840285,66.99
"2014-12-03",7.15127614539,67.3
"2014-12-04",5.78961517004,66.73
"2014-12-05",6.35445153317,65.89
"2014-12-08",7.90283289992,63.13
"2014-12-09",6.65123962957,63.74
"2014-12-10",7.32121033873,60.99
"2014-12-11",5.80542178879,60.01
"2014-12-12",6.42760387245,57.81
"2014-12-15",7.90182945791,55.96
"2014-12-16",7.99067056179,55.97
"2014-12-17",7.79966499188,56.43
"2014-12-18",7.31938479893,54.18
"2014-12-19",7.573493758179,56.91
"2014-12-22",10.081433460193,55.25
"2014-12-23",10.649779730725,56.78
"2014-12-24",9.65982871715,55.7
"2014-12-26",8.72098456795,54.59
"2014-12-29",7.73998401175,53.46
"2014-12-30",9.12970533204,54.14
"2014-12-31",8.44380469674,53.45
"2015-01-02",6.57763391981,52.72
"2015-01-05",5.6926729796,50.05
"2015-01-06",4.77886741053,47.98
"2015-01-07",4.94160850117,48.69
"2015-01-08",4.17482689131,48.8
"2015-01-09",4.39381226073,48.35
"2015-01-12",4.42845544014,46.06
"2015-01-13",3.93799993059,45.92
"2015-01-14",4.0092397107,48.49
"2015-01-15",3.71146144942,46.37
"2015-01-16",4.235999357975,48.49
"2015-01-20",4.0530877722,46.79
"2015-01-21",4.13202592067,47.85
"2015-01-22",3.648625390355,45.93
"2015-01-23",4.16937181925,45.26
"2015-01-26",4.10009617966,44.8
"2015-01-27",3.60009850046,45.84
"2015-01-28",3.76935916035,44.08
"2015-01-29",3.43062160973,44.12
"2015-01-30",4.358996719165,47.79
"2015-02-02",5.38301886974,49.25
"2015-02-03",4.75249842928,53.04
"2015-02-04",4.51923147059,48.45
"2015-02-05",4.07491967944,50.48
"2015-02-06",4.3714754517,51.66
"2015-02-09",4.58002152043,52.99
"2015-02-10",4.008259849177,50.06
"2015-02-11",4.001153330245,48.8
"2015-02-12",3.84963142969,51.17
"2015-02-13",4.93265468013,52.66
"2015-02-17",4.83088134093,53.56
"2015-02-18",4.97499057967,52.13
"2015-02-19",4.36360905914,51.12
"2015-02-20",4.83681015026,49.95
"2015-02-23",4.43349890841,49.56
"2015-02-24",4.07890277971,48.48
"2015-02-25",3.95774954032,50.25
"2015-02-26",3.54938226975,47.65
"2015-02-27",4.36488424914,49.84
"2015-03-02",5.46037787999,49.59
"2015-03-03",4.9236524083,50.43
"2015-03-04",4.83330548167,51.53
"2015-03-05",4.28599809059,50.76
"2015-03-06",4.63723974873,49.61
"2015-03-09",4.80371950086,49.95
"2015-03-10",4.578817640763,48.42
"2015-03-11",4.25617727075,48.06
"2015-03-12",3.825886690535,47.12
"2015-03-13",4.34805995204,44.88
"2015-03-16",4.66598425914,43.93
"2015-03-17",4.1535951603,43.39
"2015-03-18",3.98629999994,44.63
"2015-03-19",3.733243829895,44.02
"2015-03-20",4.67687945081,46
"2015-03-23",4.626642370045,47.4
"2015-03-24",4.07369722015,47.03
"2015-03-25",4.08258189916,48.75
"2015-03-26",3.67006957001,51.41
"2015-03-27",4.36906608975,48.83
"2015-03-30",4.37878834978,48.66
"2015-03-31",4.43278893073,47.72
"2015-04-01",5.57223161038,50.12
"2015-04-02",5.24588902022,49.13
"2015-04-06",5.19734816963,52.08
"2015-04-07",4.6478821798,53.95
"2015-04-08",4.61140213006,50.44
"2015-04-09",3.98718315935,50.79
"2015-04-10",4.45869298012,51.63
"2015-04-13",4.53724756048,51.95
"2015-04-14",4.03623396979,53.3
"2015-04-15",4.38106287965,56.25
"2015-04-16",4.18643193957,56.69
"2015-04-17",4.56303236748,55.71
"2015-04-20",4.81694770966,56.37
"2015-04-21",4.26018313035,55.58
"2015-04-22",4.21108210059,56.17
"2015-04-23",3.92147042002,56.59
"2015-04-24",4.37625507963,55.98
"2015-04-27",4.25049148087,55.56
"2015-04-28",3.748391850745,57.05
"2015-04-29",3.98724330055,58.55
"2015-04-30",4.32612141938,59.62
"2015-05-01",6.74509400095,59.1
"2015-05-04",5.56245147953,58.92
"2015-05-05",5.09493227021,60.38
"2015-05-06",5.04999550962,60.93
"2015-05-07",4.44082309939,58.99
"2015-05-08",4.8130422297,59.41
"2015-05-11",5.24864051063,59.23
"2015-05-12",4.52162874045,60.72
"2015-05-13",4.46915639008,60.5
"2015-05-14",3.95609666087,59.89
"2015-05-15",4.83535538107,59.73
"2015-05-18",4.9659501098,59.44
"2015-05-19",4.463754880335,57.3
"2015-05-20",4.66238630977,58.96
"2015-05-21",4.17006136035,60.18
"2015-05-22",4.58727917031,58.88
"2015-05-26",4.63132406006,57.29
"2015-05-27",4.8180496096,57.51
"2015-05-28",4.28506881011,57.69
"2015-05-29",5.60519530038,60.25
"2015-06-01",8.120812027655,60.24
"2015-06-02",7.534306418917,61.3
"2015-06-03",7.47929452075,59.67
"2015-06-04",6.089946461083,58
"2015-06-05",6.57675126037,59.11
"2015-06-08",6.9695281204,58.15
"2015-06-09",6.237251071692,60.15
"2015-06-10",6.414353719983,61.36
"2015-06-11",5.100191489275,60.74
"2015-06-12",6.06616000975,59.96
"2015-06-15",6.665571317587,59.53
"2015-06-16",6.72637824072,60.01
"2015-06-17",6.77171157112,59.89
"2015-06-18",5.561550391433,60.41
"2015-06-19",6.592335706609,59.62
"2015-06-22",7.0120822895,60.01
"2015-06-23",6.40322326029,61.05
"2015-06-24",6.43411714061,60.01
"2015-06-25",5.187009558973,59.59
"2015-06-26",5.93299460788,59.41
"2015-06-29",6.39072192193,58.34
"2015-06-30",6.69548425059,59.48
"2015-07-01",8.85953200992,56.94
"2015-07-02",7.056422820965,56.93
"2015-07-06",7.5494970914,52.48
"2015-07-07",6.548210515315,52.33
"2015-07-08",7.32992130029,51.61
"2015-07-09",6.050324963965,52.76
"2015-07-10",6.43986381178,52.74
"2015-07-13",6.47967077874,52.19
"2015-07-14",6.01452258023,53.05
"2015-07-15",6.64505100179,51.4
"2015-07-16",5.84042727022,50.9
"2015-07-17",6.5345217114,50.88
"2015-07-20",6.85961243972,50.11
"2015-07-21",6.07836498977,50.59
"2015-07-22",6.31385408886,49.27
"2015-07-23",5.41511421067,48.11
"2015-07-24",6.352442449785,47.98
"2015-07-27",6.529991942961,47.17
"2015-07-28",5.949776665523,47.97
"2015-07-29",6.2544998155,48.77
"2015-07-30",5.43393592625,48.53
"2015-07-31",6.950834489723,47.11
"2015-08-03",8.1111983411,45.25
"2015-08-04",7.2661335811,45.75
"2015-08-05",7.24346594,45.13
"2015-08-06",5.83375211759,44.69
"2015-08-07",6.633265180703,43.87
"2015-08-10",7.85477934216,44.94
"2015-08-11",6.68280357956,43.11
"2015-08-12",6.780647316857,43.22
"2015-08-13",5.57859477954,42.27
"2015-08-14",7.34484205049,42.45
"2015-08-17",6.94747161863,41.93
"2015-08-18",6.294756430527,42.58
"2015-08-19",6.537333600063,40.75
"2015-08-20",5.69443704073,41
"2015-08-21",6.53281208151,40.45
"2015-08-24",6.815759899773,38.22
"2015-08-25",6.2469833755,39.15
"2015-08-26",6.400759908365,38.5
"2015-08-27",5.48043327354,42.47
"2015-08-28",6.357372322,45.29
"2015-08-31",7.761525521897,49.2
"2015-09-01",9.06549992952,45.38
"2015-09-02",8.790330925,46.3
"2015-09-03",7.07093042,46.75
"2015-09-04",7.36395302632,46.02
"2015-09-08",6.77312236066,45.92
"2015-09-09",7.056334998935,44.13
"2015-09-10",5.77743795026,45.85
"2015-09-11",6.51330167952,44.75
"2015-09-14",6.88405190061,44.07
"2015-09-15",6.821343540295,44.58
"2015-09-16",7.42089667998,47.12
"2015-09-17",5.93577802125,46.93
"2015-09-18",6.53805874946,44.71
"2015-09-21",7.17725376959,46.67
"2015-09-22",6.419147389995,46.17
"2015-09-23",6.90419721922,44.53
"2015-09-24",5.57321610921,44.94
"2015-09-25",6.460838750635,45.55
"2015-09-28",6.712610640092,44.4
"2015-09-29",6.091306581453,45.24
"2015-09-30",7.11182539054,45.06
"2015-10-01",7.96340858947,44.75
"2015-10-02",8.30719387744,45.54
"2015-10-05",8.09524837996,46.28
"2015-10-06",6.96169275967,48.53
"2015-10-07",7.20562330573,47.86
"2015-10-08",6.03066030064,49.46
"2015-10-09",8.73934719048,49.67
"2015-10-12",7.216345721813,47.09
"2015-10-13",5.851415538577,46.7
"2015-10-14",6.88198106351,46.63
"2015-10-15",5.77952197162,46.38
"2015-10-16",6.93829351874,47.3
"2015-10-19",6.99259488037,45.91
"2015-10-20",6.60308361186,45.84
"2015-10-21",6.728473460333,45.22
"2015-10-22",5.470200469813,44.9
"2015-10-23",6.390406062,43.91
"2015-10-26",6.49914352338,43.19
"2015-10-27",5.87066101075,43.21
"2015-10-28",5.993881222552,45.93
"2015-10-29",5.118600689186,46.02
"2015-10-30",6.358758911987,46.6
"2015-11-02",7.62549794932,46.12
"2015-11-03",10.33439132986,47.88
"2015-11-04",8.5549443996,46.32
"2015-11-05",6.49662670907,45.27
"2015-11-06",6.71145788057,44.32
"2015-11-09",6.83644901987,43.87
"2015-11-10",6.235291790699,44.23
"2015-11-11",6.89746212316,42.95
"2015-11-12",5.069376640027,41.74
"2015-11-13",6.26674025055,40.69
"2015-11-16",7.165087092175,41.68
"2015-11-17",6.18919988059,40.73
"2015-11-18",6.8395418795,40.75
"2015-11-19",5.60452567301,40.55
"2015-11-20",6.65619668251,39.39
"2015-11-23",6.96685460932,39.27
"2015-11-24",6.12710200935,40.89
"2015-11-25",6.5891783013,41.22
"2015-11-27",6.450870350447,40.57
"2015-11-30",7.620361239965,40.43
"2015-12-01",8.576209426407,40.58
"2015-12-02",8.6726957584,39.93
